,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side,Group,TotalExpenses
5892,6246_01,Mars,False,TRAPPIST-1e,28.0,False,,0.0,129.0,0.0,,False,F,1199,S,6246,129.0
4619,4923_03,Mars,False,TRAPPIST-1e,24.0,False,261.0,0.0,780.0,0.0,0.0,True,F,935,S,4923,1041.0
5419,5788_01,Mars,False,TRAPPIST-1e,27.0,False,850.0,0.0,681.0,1.0,0.0,True,F,1105,S,5788,1532.0
2418,2595_01,Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,533,P,2595,0.0
2084,2234_02,Mars,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,448,P,2234,0.0
2083,2234_01,Mars,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,448,P,2234,0.0
7478,8003_01,Mars,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1659,P,8003,0.0
7479,8004_01,Mars,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1527,S,8004,0.0
2592,2778_02,Mars,True,55 Cancri e,53.0,False,,0.0,0.0,0.0,0.0,True,F,576,P,2778,0.0
5916,6274_01,Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1203,S,6274,0.0
7489,8012_03,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1531,S,8012,0.0
2057,2202_01,Mars,False,TRAPPIST-1e,51.0,False,1671.0,0.0,17.0,0.0,0.0,False,F,443,P,2202,1688.0
4583,4885_01,Mars,False,TRAPPIST-1e,21.0,False,74.0,0.0,713.0,0.0,502.0,True,F,930,S,4885,1289.0
2055,2200_01,Mars,False,TRAPPIST-1e,29.0,False,1443.0,1108.0,47.0,0.0,0.0,False,F,442,P,2200,2598.0
7496,8019_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1660,P,8019,0.0
5910,6268_01,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1202,S,6268,0.0
7487,8012_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1531,S,8012,0.0
7150,7628_01,Mars,False,TRAPPIST-1e,19.0,False,37.0,0.0,1288.0,0.0,0.0,True,F,1584,P,7628,1325.0
7142,7620_01,Mars,False,Undisclosed,17.0,False,3651.0,0.0,2228.0,38.0,0.0,False,F,1583,P,7620,5917.0
2628,2812_01,Mars,False,55 Cancri e,43.0,False,803.0,0.0,384.0,120.0,0.0,True,F,538,S,2812,1307.0
2522,2709_01,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,523,S,2709,0.0
6031,6376_01,Mars,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1217,S,6376,0.0
7197,7691_01,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1598,P,7691,0.0
2580,2765_01,Mars,False,TRAPPIST-1e,27.0,False,1502.0,1.0,0.0,0.0,0.0,False,F,532,S,2765,1503.0
7113,7583_01,Mars,False,TRAPPIST-1e,36.0,False,32.0,355.0,1826.0,9.0,0.0,True,F,1574,P,7583,2222.0
2645,2825_01,Mars,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,F,539,S,2825,0.0
2643,2823_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,587,P,2823,0.0
2634,2818_03,Mars,False,TRAPPIST-1e,24.0,False,165.0,0.0,981.0,2.0,0.0,True,F,585,P,2818,1148.0
7132,7604_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1579,P,7604,0.0
7133,7604_02,Mars,True,TRAPPIST-1e,23.0,False,463.0,0.0,658.0,0.0,0.0,False,F,1579,P,7604,1121.0
7134,7605_01,Mars,False,55 Cancri e,28.0,False,2484.0,136.0,42.0,0.0,0.0,False,F,1452,S,7605,2662.0
7135,7606_01,Mars,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1453,S,7606,0.0
7136,7608_01,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1454,S,7608,0.0
2633,2818_02,Mars,True,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,585,P,2818,0.0
2632,2818_01,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,585,P,2818,0.0
2046,2191_01,Mars,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,F,431,S,2191,0.0
4620,4924_01,Mars,False,55 Cancri e,31.0,False,725.0,0.0,747.0,0.0,0.0,False,F,1002,P,4924,1472.0
2040,2183_02,Mars,False,TRAPPIST-1e,20.0,False,938.0,59.0,31.0,12.0,0.0,False,F,429,S,2183,1040.0
7503,8026_01,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1534,S,8026,0.0
7463,7984_04,Mars,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1653,P,7984,0.0
4575,4876_01,Mars,False,TRAPPIST-1e,25.0,False,750.0,0.0,109.0,368.0,0.0,False,F,927,S,4876,1227.0
7465,7986_01,Mars,False,TRAPPIST-1e,21.0,False,838.0,45.0,455.0,0.0,0.0,False,F,1655,P,7986,1338.0
5922,6282_01,Mars,False,TRAPPIST-1e,28.0,False,158.0,0.0,0.0,465.0,0.0,False,F,1205,S,6282,623.0
4576,4878_01,Mars,False,TRAPPIST-1e,36.0,False,108.0,0.0,941.0,861.0,0.0,False,F,929,S,4878,1910.0
2089,2234_07,Mars,True,TRAPPIST-1e,24.0,False,2538.0,0.0,61.0,0.0,0.0,False,F,448,P,2234,2599.0
7462,7984_03,Mars,False,TRAPPIST-1e,23.0,False,649.0,0.0,622.0,0.0,0.0,True,F,1653,P,7984,1271.0
2024,2162_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,425,S,2162,0.0
1959,2092_04,Mars,False,TRAPPIST-1e,26.0,False,1751.0,0.0,0.0,0.0,0.0,False,F,410,S,2092,1751.0
5899,6253_02,Mars,False,55 Cancri e,24.0,False,737.0,293.0,301.0,0.0,0.0,False,F,1289,P,6253,1331.0
5898,6253_01,Mars,False,TRAPPIST-1e,57.0,False,368.0,0.0,636.0,1082.0,512.0,False,F,1289,P,6253,2598.0
5897,6252_01,Mars,False,TRAPPIST-1e,54.0,False,630.0,298.0,418.0,312.0,0.0,False,F,1201,S,6252,1658.0
4617,4923_01,Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,935,S,4923,0.0
4618,4923_02,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,935,S,4923,0.0
2023,2162_01,Mars,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,425,S,2162,0.0
7461,7984_02,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1653,P,7984,0.0
7460,7984_01,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1653,P,7984,0.0
4573,4874_02,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,925,S,4874,0.0
2035,2177_01,Mars,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,,0.0,True,F,435,P,2177,0.0
2029,2168_02,Mars,False,TRAPPIST-1e,20.0,False,212.0,0.0,991.0,0.0,13.0,False,F,427,S,2168,1216.0
2028,2168_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F,427,S,2168,0.0
7432,7947_01,Mars,False,TRAPPIST-1e,28.0,False,1811.0,1.0,57.0,0.0,0.0,False,F,1646,P,7947,1869.0
2088,2234_06,Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,F,448,P,2234,0.0
5934,6300_01,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1303,P,6300,0.0
7438,7952_01,Mars,False,Undisclosed,62.0,False,100.0,0.0,38.0,1211.0,0.0,False,F,1523,S,7952,1349.0
2141,2299_01,Mars,False,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,False,F,448,S,2299,617.0
2133,2289_01,Mars,False,TRAPPIST-1e,37.0,False,20.0,0.0,2559.0,20.0,0.0,True,F,465,P,2289,2599.0
2130,2284_01,Mars,False,TRAPPIST-1e,18.0,False,262.0,302.0,1127.0,4225.0,0.0,False,F,463,P,2284,5916.0
2123,2275_01,Mars,False,PSO J318.5-22,36.0,False,241.0,0.0,670.0,0.0,0.0,False,F,460,P,2275,911.0
2116,2270_01,Mars,False,TRAPPIST-1e,46.0,False,171.0,0.0,1257.0,5.0,0.0,True,F,459,P,2270,1433.0
2115,2269_01,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,458,P,2269,0.0
2112,2266_01,Mars,False,TRAPPIST-1e,30.0,False,616.0,0.0,185.0,210.0,475.0,False,F,457,P,2266,1486.0
4572,4874_01,Mars,False,TRAPPIST-1e,32.0,False,654.0,0.0,655.0,0.0,0.0,True,F,925,S,4874,1309.0
2039,2183_01,Mars,False,PSO J318.5-22,46.0,False,607.0,0.0,41.0,334.0,251.0,False,F,429,S,2183,1233.0
1655,1757_01,Earth,False,TRAPPIST-1e,67.0,False,26.0,809.0,0.0,39.0,26.0,False,F,334,S,1757,900.0
3347,3602_01,Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,F,678,S,3602,0.0
4123,4400_03,Mars,True,Undisclosed,5.0,False,0.0,0.0,0.0,0.0,0.0,True,F,830,S,4400,0.0
7811,8338_02,Mars,False,TRAPPIST-1e,45.0,False,506.0,0.0,2.0,829.0,0.0,False,F,1716,P,8338,1337.0
7812,8338_03,Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,,0.0,True,F,1716,P,8338,0.0
1443,1525_01,Mars,False,TRAPPIST-1e,20.0,False,539.0,1269.0,38.0,0.0,0.0,True,F,299,P,1525,1846.0
5771,6112_01,Mars,True,TRAPPIST-1e,36.0,True,0.0,0.0,0.0,0.0,0.0,True,F,1264,P,6112,0.0
7790,8318_01,Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1711,P,8318,0.0
8627,9203_01,Mars,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1780,S,9203,0.0
7810,8338_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1716,P,8338,0.0
4776,5095_01,Mars,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1038,P,5095,0.0
5364,5729_01,Mars,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1186,P,5729,0.0
7770,8295_01,Mars,False,TRAPPIST-1e,40.0,False,1309.0,0.0,0.0,0.0,0.0,False,F,1591,S,8295,1309.0
7772,8298_01,Mars,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1593,S,8298,0.0
111,0115_01,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,,True,F,24,P,0115,0.0
1490,1581_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,F,312,P,1581,0.0
7777,8303_01,Mars,False,55 Cancri e,23.0,False,218.0,0.0,2267.0,497.0,0.0,False,F,1595,S,8303,2982.0
7765,8288_02,Mars,False,TRAPPIST-1e,15.0,False,1150.0,0.0,175.0,1.0,11.0,False,F,1705,P,8288,1337.0
1480,1569_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,F,308,P,1569,0.0
5773,6116_01,Mars,True,TRAPPIST-1e,28.0,False,828.0,0.0,72.0,6.0,0.0,False,F,1167,S,6116,906.0
1453,1536_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,297,S,1536,0.0
71,0076_01,Mars,False,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,True,F,18,S,0076,1165.0
8654,9231_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1888,P,9231,0.0
1595,1691_01,Mars,False,TRAPPIST-1e,27.0,False,3482.0,1234.0,1155.0,0.0,0.0,False,F,321,S,1691,5871.0
1590,1687_01,Mars,False,TRAPPIST-1e,26.0,True,714.0,450.0,208.0,0.0,44.0,False,F,334,P,1687,1416.0
1586,1682_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,F,331,P,1682,0.0
1576,1669_03,Mars,False,55 Cancri e,21.0,False,1481.0,0.0,881.0,0.0,0.0,False,F,317,S,1669,2362.0
5775,6118_01,Mars,False,55 Cancri e,42.0,False,1156.0,0.0,1.0,305.0,0.0,False,F,1266,P,6118,1462.0
8643,9222_01,Mars,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,,0.0,True,F,1784,S,9222,0.0
7793,8318_04,Mars,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1711,P,8318,0.0
1459,1542_01,Mars,False,TRAPPIST-1e,13.0,False,7172.0,0.0,157.0,20.0,0.0,False,F,299,S,1542,7349.0
5781,6123_01,Mars,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,F,1268,P,6123,0.0
123,0133_01,Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F,29,S,0133,0.0
4803,5128_01,Mars,False,TRAPPIST-1e,65.0,False,56.0,0.0,1081.0,21.0,0.0,False,F,1045,P,5128,1158.0
4804,5128_02,Mars,False,TRAPPIST-1e,21.0,False,0.0,1.0,2832.0,0.0,0.0,True,F,1045,P,5128,2833.0
7791,8318_02,Mars,False,TRAPPIST-1e,65.0,False,1399.0,0.0,0.0,0.0,0.0,False,F,1711,P,8318,1399.0
1475,1564_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,F,303,S,1564,0.0
5788,6132_01,Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,,0.0,0.0,True,F,1170,S,6132,0.0
115,0120_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,,True,F,25,P,0120,0.0
4631,4933_01,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,938,S,4933,0.0
1867,1992_01,Mars,True,TRAPPIST-1e,21.0,False,,0.0,0.0,0.0,0.0,True,F,379,S,1992,0.0
1863,1985_01,Mars,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F,394,P,1985,0.0
1854,1977_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F,393,P,1977,0.0
4633,4933_03,Mars,False,TRAPPIST-1e,24.0,False,623.0,0.0,501.0,304.0,776.0,False,F,938,S,4933,2204.0
4634,4933_04,Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,F,938,S,4933,0.0
4630,4932_02,Mars,True,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1005,P,4932,0.0
4640,4941_01,Mars,False,TRAPPIST-1e,35.0,False,988.0,0.0,830.0,2.0,0.0,False,F,1008,P,4941,1820.0
5861,6207_01,Mars,False,TRAPPIST-1e,31.0,False,915.0,0.0,1313.0,370.0,0.0,False,F,1278,P,6207,2598.0
5864,6208_01,Mars,True,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1279,P,6208,0.0
7604,8128_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1682,P,8128,0.0
5862,6207_02,Mars,False,TRAPPIST-1e,4.0,False,,0.0,0.0,0.0,0.0,True,F,1278,P,6207,0.0
1817,1940_01,Mars,False,TRAPPIST-1e,27.0,False,120.0,0.0,1476.0,3.0,0.0,False,F,386,P,1940,1599.0
1815,1939_01,Mars,False,TRAPPIST-1e,57.0,True,975.0,0.0,295.0,39.0,0.0,False,F,385,P,1939,1309.0
5869,6216_01,Mars,False,TRAPPIST-1e,43.0,False,24.0,1.0,1167.0,0.0,0.0,True,F,1282,P,6216,1192.0
4643,4943_01,Mars,True,TRAPPIST-1e,20.0,True,0.0,0.0,0.0,0.0,0.0,True,F,1009,P,4943,0.0
7613,8131_01,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1557,S,8131,0.0
4696,5007_01,Mars,False,TRAPPIST-1e,35.0,False,1337.0,49.0,57.0,0.0,0.0,False,F,951,S,5007,1443.0
118,0126_01,Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True,F,27,S,0126,0.0
4794,5116_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,F,980,S,5116,0.0
4795,5116_02,Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,F,980,S,5116,0.0
58,0064_01,Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,F,14,S,0064,0.0
1612,1709_05,Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,326,S,1709,0.0
1439,1521_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,295,S,1521,0.0
12,0009_01,Mars,False,TRAPPIST-1e,32.0,False,73.0,0.0,1123.0,0.0,113.0,True,F,1,P,0009,1309.0
4650,4951_01,Mars,False,TRAPPIST-1e,43.0,False,11.0,0.0,1297.0,38.0,0.0,True,F,1010,P,4951,1346.0
4651,4952_01,Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,F,939,S,4952,0.0
4655,4961_01,Mars,False,TRAPPIST-1e,32.0,False,1016.0,0.0,307.0,5.0,,True,F,942,S,4961,1328.0
5406,5772_01,Mars,False,55 Cancri e,23.0,False,610.0,858.0,75.0,1358.0,0.0,False,F,1197,P,5772,2901.0
4685,4996_01,Mars,True,Undisclosed,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,949,S,4996,0.0
16,0014_01,Mars,False,55 Cancri e,27.0,False,1286.0,122.0,,0.0,0.0,False,F,3,P,0014,1408.0
18,0016_01,Mars,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,F,5,P,0016,0.0
5426,5796_01,Mars,False,TRAPPIST-1e,32.0,False,6769.0,0.0,,113.0,1.0,False,F,1107,S,5796,6883.0
1608,1709_01,Mars,False,TRAPPIST-1e,23.0,False,31.0,0.0,1247.0,0.0,47.0,False,F,326,S,1709,1325.0
1575,1669_02,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,317,S,1669,0.0
7711,8226_03,Mars,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1572,S,8226,0.0
7710,8226_02,Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1572,S,8226,0.0
8296,8860_03,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1825,P,8860,0.0
624,0647_03,Mars,False,TRAPPIST-1e,33.0,False,105.0,0.0,1087.0,0.0,0.0,False,F,115,S,0647,1192.0
623,0647_02,Mars,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,True,F,115,S,0647,0.0
622,0647_01,Mars,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,F,115,S,0647,0.0
5099,5447_02,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1126,P,5447,0.0
618,0643_01,Mars,False,TRAPPIST-1e,19.0,False,1019.0,266.0,141.0,0.0,0.0,True,F,138,P,0643,1426.0
8294,8860_01,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1825,P,8860,0.0
8305,8864_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1717,S,8864,0.0
653,0684_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,145,P,0684,0.0
654,0684_03,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,145,P,0684,0.0
382,0425_01,Mars,False,TRAPPIST-1e,37.0,False,1094.0,2.0,26.0,34.0,1.0,False,F,96,P,0425,1157.0
669,0699_01,Mars,True,Undisclosed,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,126,S,0699,0.0
5585,5949_02,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1132,S,5949,0.0
663,0691_02,Mars,False,TRAPPIST-1e,21.0,False,505.0,0.0,1952.0,0.0,0.0,False,F,123,S,0691,2457.0
652,0684_01,Mars,False,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,F,145,P,0684,0.0
5507,5876_03,Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1213,P,5876,0.0
5506,5876_02,Mars,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1213,P,5876,0.0
384,0425_03,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,F,96,P,0425,0.0
8216,8782_01,Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,,True,F,1701,S,8782,0.0
757,0794_02,Mars,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,144,S,0794,0.0
5612,5971_01,Mars,False,TRAPPIST-1e,47.0,False,448.0,0.0,891.0,0.0,235.0,False,F,1230,P,5971,1574.0
723,0765_02,Mars,False,TRAPPIST-1e,23.0,False,755.0,0.0,121.0,,0.0,False,F,142,S,0765,876.0
744,0782_01,Mars,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,F,163,P,0782,0.0
5494,5860_02,Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1118,S,5860,0.0
5495,5860_03,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1118,S,5860,0.0
5068,5416_01,Mars,False,TRAPPIST-1e,0.0,False,0.0,,0.0,0.0,0.0,True,F,1114,P,5416,0.0
5070,5416_03,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1114,P,5416,0.0
5071,5416_04,Mars,False,55 Cancri e,0.0,False,0.0,0.0,,0.0,0.0,True,F,1114,P,5416,0.0
5098,5447_01,Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1126,P,5447,0.0
651,0683_01,Mars,False,TRAPPIST-1e,30.0,False,269.0,96.0,252.0,0.0,0.0,False,F,144,P,0683,617.0
383,0425_02,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,96,P,0425,0.0
650,0682_01,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,F,121,S,0682,0.0
638,0665_02,Mars,False,TRAPPIST-1e,15.0,False,1264.0,0.0,2.0,23.0,0.0,False,F,141,P,0665,1289.0
372,0409_01,Mars,False,TRAPPIST-1e,31.0,False,0.0,0.0,1116.0,2.0,0.0,False,F,71,S,0409,1118.0
1759,1868_01,Mars,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,True,F,372,P,1868,0.0
8270,8830_02,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1712,S,8830,0.0
661,0690_01,Mars,True,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,F,122,S,0690,0.0
7746,8267_02,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1701,P,8267,0.0
1520,1614_01,Mars,False,TRAPPIST-1e,26.0,True,432.0,0.0,965.0,35.0,0.0,False,F,321,P,1614,1432.0
7749,8270_01,Mars,False,TRAPPIST-1e,38.0,False,86.0,1144.0,783.0,0.0,0.0,True,F,1702,P,8270,2013.0
4764,5087_01,Mars,False,TRAPPIST-1e,44.0,False,2575.0,3.0,20.0,0.0,,False,F,1036,P,5087,2598.0
7751,8272_01,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1587,S,8272,0.0
7752,8272_02,Mars,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1587,S,8272,0.0
8653,9231_01,Mars,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1888,P,9231,0.0
7753,8272_03,Mars,True,TRAPPIST-1e,29.0,False,0.0,,0.0,,0.0,True,F,1587,S,8272,0.0
8644,9224_01,Mars,False,TRAPPIST-1e,24.0,False,745.0,639.0,977.0,4.0,0.0,False,F,1786,S,9224,2365.0
5811,6148_02,Mars,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,F,1176,S,6148,0.0
1574,1669_01,Mars,False,TRAPPIST-1e,31.0,False,2436.0,0.0,147.0,16.0,0.0,False,F,317,S,1669,2599.0
7704,8221_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1696,P,8221,0.0
7706,8222_02,Mars,False,TRAPPIST-1e,18.0,False,32.0,1255.0,1.0,0.0,0.0,True,F,1697,P,8222,1288.0
7709,8226_01,Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1572,S,8226,0.0
7755,8275_01,Mars,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1588,S,8275,0.0
7742,8264_01,Mars,False,TRAPPIST-1e,21.0,False,32.0,0.0,1008.0,0.0,0.0,True,F,1584,S,8264,1040.0
77,0082_03,Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,F,16,P,0082,0.0
4757,5074_01,Mars,False,TRAPPIST-1e,35.0,False,4608.0,0.0,926.0,382.0,0.0,False,F,967,S,5074,5916.0
5227,5575_02,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1156,P,5575,0.0
5226,5575_01,Mars,False,TRAPPIST-1e,44.0,False,583.0,0.0,222.0,0.0,1560.0,False,F,1156,P,5575,2365.0
5223,5572_01,Mars,True,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1153,P,5572,0.0
656,0686_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,146,P,0686,0.0
8279,8841_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,1822,P,8841,0.0
1109,1175_01,Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,223,S,1175,0.0
